Ax,Ay,Az,Gx,Gy,Gz,A3D,G3D,subject,label
7.283421387,-5.286585938,0.694343262,-131.5307617,-15.56396484,-23.13232422,9.026534802,134.4532733,11,walking-natural
8.533239258,-5.262643066,-0.43097168,-137.5732422,-18.12744141,-31.61621094,10.03480547,142.318607,11,walking-natural
9.237159668,-3.380733398,0.531531738,-108.9477539,-16.66259766,-29.47998047,9.850736167,114.0891077,11,walking-natural
9.543628418,-0.052674316,3.610584961,-21.24023438,-14.58740234,-18.61572266,10.20391796,31.78812661,11,walking-natural
9.280256836,3.658470703,6.196415039,91.73583984,-21.66748047,-8.056640625,11.74321652,94.60366526,11,walking-natural
8.633799316,6.483729492,7.795798828,170.2270508,-31.12792969,0.366210938,13.31749669,173.0500822,11,walking-natural
8.54760498,7.642564453,7.953821777,193.4814453,-39.61181641,9.765625,13.95469896,197.7360187,11,walking-natural
8.102267578,7.345672852,7.542004395,156.1889648,-49.07226563,16.54052734,13.28485904,164.5498983,11,walking-natural
7.848473145,5.272220215,7.618621582,82.64160156,-61.46240234,19.16503906,12.14241457,104.7595339,11,walking-natural
7.149341309,3.174824707,7.393558594,10.7421875,-68.60351563,15.07568359,10.76370298,71.05711213,11,walking-natural
6.440632324,1.216297852,6.857238281,-40.64941406,-61.58447266,13.97705078,9.485928634,75.1024639,11,walking-natural
5.842060547,-0.469280273,6.421478027,-64.20898438,-48.76708984,12.02392578,8.693979265,81.52053433,11,walking-natural
5.703191895,-1.71430957,5.506860352,-70.37353516,-33.44726563,8.666992188,8.111150721,78.39815547,11,walking-natural
5.794174805,-2.571464355,5.008848633,-66.52832031,-14.40429688,6.896972656,8.079198922,68.41834114,11,walking-natural
6.16289502,-3.012013184,4.357602539,-50.84228516,7.568359375,9.033203125,8.126635117,52.19019814,11,walking-natural
6.40232373,-3.18919043,3.926630859,-23.31542969,26.97753906,13.12255859,8.159602604,37.99471568,11,walking-natural
7.455810059,-2.57625293,4.204368164,15.19775391,41.19873047,15.44189453,8.938841896,46.54846101,11,walking-natural
8.696050781,-1.647269531,4.822094238,55.90820313,50.29296875,13.671875,10.07905695,76.43317374,11,walking-natural
10.09910303,-0.64645752,5.358414551,86.24267578,58.59375,9.521484375,11.45086878,104.6980675,11,walking-natural
11.11906934,0.670400391,5.186025879,94.97070313,61.27929688,4.272460938,12.28731069,113.1054402,11,walking-natural
11.65060107,1.8388125,4.410276855,81.90917969,59.32617188,1.403808594,12.59238972,101.1468194,11,walking-natural
11.91397266,2.944973145,3.701567871,55.72509766,51.20849609,-2.075195313,12.81862769,75.70933243,11,walking-natural
12.00016699,3.510024902,3.433407715,29.296875,37.53662109,-7.507324219,12.9658232,48.20440566,11,walking-natural
11.78468115,3.352001953,3.375944824,8.544921875,20.26367188,-13.91601563,12.70872261,26.02474935,11,walking-natural
11.43511523,2.695967285,3.366367676,-10.62011719,2.380371094,-20.75195313,12.22139646,23.43281063,11,walking-natural
10.97541211,1.666423828,3.117361816,-32.16552734,-13.61083984,-26.3671875,11.53059339,43.76190909,11,walking-natural
10.52528613,0.679977539,3.323270508,-52.67333984,-25.390625,-29.72412109,11.05839701,65.59487741,11,walking-natural
9.783057129,-0.105348633,3.299327637,-69.03076172,-35.94970703,-31.61621094,10.32496334,84.00721572,11,walking-natural
8.806187988,-0.88588623,3.09820752,-79.71191406,-45.10498047,-30.70068359,9.377240059,96.59700037,11,walking-natural
7.508484375,-1.44136084,3.28017334,-80.078125,-53.58886719,-27.95410156,8.319518966,100.327985,11,walking-natural
6.56034668,-1.920218262,3.577064941,-70.00732422,-61.15722656,-25.02441406,7.714971181,96.26761192,11,walking-natural
5.995294922,-2.159646973,3.49565918,-55.6640625,-63.59863281,-22.27783203,7.268237018,87.40466664,11,walking-natural
5.866003418,-1.53234375,3.193979004,-37.59765625,-60.24169922,-19.77539063,6.852705695,73.71371755,11,walking-natural
6.028814941,-0.536320313,3.615373535,-8.483886719,-52.91748047,-18.12744141,7.050189705,56.57596844,11,walking-natural
6.383169434,1.029543457,4.32408252,31.49414063,-41.07666016,-13.36669922,7.778335386,53.45878367,11,walking-natural
6.92427832,2.499635742,5.095042969,63.4765625,-30.70068359,-6.286621094,8.952835973,70.79073078,11,walking-natural
7.412712891,3.687202148,5.818117676,82.64160156,-20.01953125,-0.061035156,10.11900516,85.03187441,11,walking-natural
7.824530273,4.285773926,6.359226563,87.76855469,-13.97705078,4.272460938,10.9558612,88.97713787,11,walking-natural
8.006496094,4.194791016,6.416689453,74.03564453,-12.08496094,6.469726563,11.08486152,75.29395928,11,walking-natural
7.939456055,3.308904785,5.803751953,41.25976563,-14.77050781,5.615234375,10.37628787,44.1822025,11,walking-natural
7.47975293,2.274572754,4.826882813,-5.798339844,-17.94433594,2.44140625,9.187991227,19.01526759,11,walking-natural
7.120609863,1.647269531,4.237888184,-42.90771484,-13.30566406,0.732421875,8.448448259,44.92937938,11,walking-natural
6.823718262,1.149257813,3.993670898,-55.48095703,-8.850097656,0.48828125,7.989576439,56.18451068,11,walking-natural
6.86681543,1.077429199,4.142116699,-50.78125,-6.34765625,1.708984375,8.091423767,51.20496772,11,walking-natural
6.938644043,1.067852051,4.477316895,-34.60693359,-6.408691406,3.112792969,8.326551251,35.33271371,11,walking-natural
7.283421387,1.283337891,5.214757324,-14.09912109,-7.141113281,5.310058594,9.049247327,16.67265536,11,walking-natural
7.709604492,1.479669434,5.468551758,0.915527344,-6.896972656,7.873535156,9.567260913,10.5070918,11,walking-natural
8.087901855,1.537132324,5.660094727,8.422851563,-7.32421875,10.43701172,9.990675879,15.28135538,11,walking-natural
8.710416504,1.522766602,5.621786133,11.23046875,-7.446289063,11.71875,10.47829438,17.85776444,11,walking-natural
9.141388184,1.642480957,5.5164375,11.04736328,-7.995605469,11.77978516,10.80249065,18.02046838,11,walking-natural
9.620245605,1.800503906,5.468551758,11.29150391,-7.080078125,11.90185547,11.21142266,17.86840033,11,walking-natural
9.984177246,1.920218262,5.502071777,13.73291016,-3.845214844,12.08496094,11.56044235,18.6929072,11,walking-natural
10.09910303,2.255418457,5.449397461,14.6484375,-0.183105469,11.96289063,11.69507277,18.91351371,11,walking-natural
10.05121729,2.274572754,5.358414551,11.29150391,2.319335938,10.7421875,11.6152166,15.7566485,11,walking-natural
9.874040039,2.528367188,5.348837402,4.516601563,4.516601563,9.399414063,11.51083702,11.36434618,11,walking-natural
9.663342773,2.844413086,5.458974609,-2.136230469,4.333496094,7.934570313,11.45736807,9.28978337,11,walking-natural
9.308988281,3.069476074,5.73192334,-6.042480469,1.525878906,6.225585938,11.35490605,8.808961171,11,walking-natural
8.782245117,3.026378906,6.052757813,-8.361816406,-2.197265625,5.493164063,11.08704991,10.24318316,11,walking-natural
8.164519043,2.384709961,5.952197754,-13.79394531,-7.507324219,5.737304688,10.38146767,16.71973413,11,walking-natural
7.613833008,1.781349609,5.554746094,-24.71923828,-14.28222656,5.859375,9.591603811,29.14369593,11,walking-natural
7.178072754,1.158834961,5.186025879,-35.82763672,-19.83642578,6.408691406,8.930984903,41.45087051,11,walking-natural
6.933855469,0.541108887,4.965751465,-41.56494141,-23.92578125,7.568359375,8.54574971,48.55272831,11,walking-natural
6.646541016,0.038308594,4.965751465,-41.13769531,-27.09960938,8.972167969,8.296786283,50.07193427,11,walking-natural
6.574712402,-0.316045898,4.817305664,-35.58349609,-28.62548828,10.68115234,8.156786257,46.90086128,11,walking-natural
6.483729492,-0.421394531,4.884345703,-27.16064453,-29.41894531,13.06152344,8.128539501,42.11624804,11,walking-natural
6.301763672,-0.191542969,5.133351563,-16.17431641,-28.99169922,16.96777344,8.130203709,37.28313922,11,walking-natural
6.091066406,-0.129291504,5.578688965,-5.37109375,-26.00097656,21.11816406,8.260724958,33.92456755,11,walking-natural
5.813329102,0.081405762,5.770231934,2.380371094,-22.15576172,24.71923828,8.191275768,33.28039491,11,walking-natural
6.024026367,0.158022949,6.076700684,6.225585938,-17.39501953,27.09960938,8.55804628,32.79837577,11,walking-natural
5.837271973,0.143657227,6.062334961,5.554199219,-12.02392578,28.44238281,8.417023622,31.37503881,11,walking-natural
5.980929199,0.18196582,6.076700684,3.723144531,-8.544921875,30.76171875,8.528242307,32.14281935,11,walking-natural
6.325706543,0.138868652,6.359226563,3.112792969,-5.859375,31.55517578,8.970708458,32.24516823,11,walking-natural
7.163707031,0.100560059,6.809352539,5.554199219,-5.432128906,31.79931641,9.884133384,32.7345945,11,walking-natural
8.212404785,-0.09098291,7.168495605,6.896972656,-7.263183594,29.66308594,10.90133934,31.30847705,11,walking-natural
9.763902832,-0.244217285,7.618621582,6.34765625,-12.51220703,27.89306641,12.38696232,31.22292776,11,walking-natural
11.14301221,-0.962503418,7.901147461,4.333496094,-20.69091797,24.4140625,13.69384041,32.29457729,11,walking-natural
12.77591602,-1.87233252,8.140576172,1.037597656,-30.88378906,19.89746094,15.26429296,36.75314936,11,walking-natural
13.43673926,-2.231475586,7.202015625,-7.446289063,-40.40527344,12.26806641,15.40761092,42.87818555,11,walking-natural
13.13027051,-1.570652344,5.990506348,-17.51708984,-46.08154297,3.234863281,14.51747632,49.40466961,11,walking-natural
12.25875,-0.158022949,5.511648926,-18.92089844,-48.58398438,-4.150390625,13.4417334,52.3032473,11,walking-natural
11.10949219,1.230663574,5.808540527,-8.239746094,-43.15185547,-8.178710938,12.59660639,44.68632183,11,walking-natural
10.20924023,2.250629883,5.961774902,-0.9765625,-33.02001953,-10.31494141,12.03481122,34.607418,11,walking-natural
8.954633789,2.600195801,6.364015137,-2.9296875,-24.10888672,-12.45117188,11.28925034,27.29199825,11,walking-natural
7.709604492,2.097395508,6.522038086,-7.995605469,-16.78466797,-12.51220703,10.31377962,22.41004486,11,walking-natural
6.34486084,0.852366211,7.04878125,-12.08496094,-12.26806641,-10.19287109,9.522032574,20.01115577,11,walking-natural
5.396723145,-0.708708984,7.403135742,-15.99121094,-11.77978516,-8.239746094,9.18875987,21.5029203,11,walking-natural
5.099831543,-1.982469727,7.067935547,-23.68164063,-12.45117188,-8.239746094,8.938354484,27.99544962,11,walking-natural
4.932231445,-2.135704102,6.177260742,-28.01513672,-13.30566406,-10.07080078,8.188204279,32.60842851,11,walking-natural
5.205180176,-1.31685791,5.348837402,-21.91162109,-13.671875,-11.65771484,7.578791261,28.33622453,11,walking-natural
5.17644873,0.287314453,4.462951172,-4.943847656,-10.00976563,-11.41357422,6.840767809,15.96579826,11,walking-natural
5.205180176,2.073452637,4.01761377,14.34326172,-2.807617188,-9.27734375,6.894514261,17.31129626,11,walking-natural
5.535591797,3.457350586,3.840436523,30.2734375,4.39453125,-6.34765625,7.572648302,31.24236967,11,walking-natural
5.664883301,4.156482422,3.869167969,37.109375,14.70947266,-2.563476563,8.021079086,40.00057138,11,walking-natural
5.91388916,4.070288086,4.38154541,31.25,26.91650391,1.220703125,8.410664081,41.26197764,11,walking-natural
6.320917969,3.136516113,5.229123047,14.70947266,39.42871094,3.479003906,8.782679838,42.22671311,11,walking-natural
6.981741211,1.398263672,5.875580566,-11.41357422,51.81884766,4.089355469,9.231592421,53.21828142,11,walking-natural
7.795798828,-0.363931641,5.358414551,-41.50390625,62.25585938,3.173828125,9.466759324,74.88951492,11,walking-natural
8.954633789,-1.810081055,3.921842285,-66.28417969,69.15283203,2.319335938,9.94196694,95.81798356,11,walking-natural
10.05600586,-2.786950195,2.427807129,-76.35498047,71.89941406,0.732421875,10.71375717,104.8815772,11,walking-natural
11.21484082,-3.117361816,1.096583496,-69.82421875,70.73974609,-1.220703125,11.69158221,99.40333655,11,walking-natural
12.16776709,-2.964127441,0.943349121,-48.40087891,65.61279297,-3.540039063,12.55908098,81.61014371,11,walking-natural
12.5556416,-2.030355469,1.460515137,-18.67675781,53.58886719,-3.784179688,12.80232728,56.8762515,11,walking-natural
12.17255566,-1.355166504,3.179613281,7.629394531,40.28320313,-3.662109375,12.6537555,41.1625456,11,walking-natural
12.00974414,-1.814869629,5.693614746,20.5078125,22.15576172,-5.981445313,13.4143563,30.77703428,11,walking-natural
11.93312695,-2.729487305,7.029626953,13.24462891,-4.150390625,-16.41845703,14.11613527,21.49910855,11,walking-natural
11.19568652,-3.490870605,7.101455566,-6.408691406,-31.18896484,-27.22167969,13.70985943,41.89084266,11,walking-natural
10.18050879,-3.486082031,6.632175293,-17.27294922,-49.01123047,-29.23583984,12.64046187,59.62541252,11,walking-natural
8.940268066,-2.140492676,5.899523438,-7.995605469,-48.88916016,-23.37646484,10.92311672,54.77717404,11,walking-natural
7.436655762,-0.354354492,6.043180664,27.16064453,-32.10449219,-12.26806641,9.589027509,43.805302,11,walking-natural
6.905124023,1.254606445,6.383169434,69.3359375,-11.41357422,-0.732421875,9.486813328,70.27288487,11,walking-natural
6.756678223,2.197955566,6.929066895,97.04589844,5.554199219,4.760742188,9.924498844,97.32122173,11,walking-natural
6.392746582,2.245841309,7.154129883,105.2856445,16.66259766,8.972167969,9.853557044,106.9729354,11,walking-natural
6.306552246,1.613749512,6.641752441,91.73583984,19.34814453,13.00048828,9.299981947,94.65108401,11,walking-natural
6.316129395,0.311257324,5.760654785,62.80517578,15.01464844,13.85498047,8.554268829,66.04460808,11,walking-natural
6.522038086,-0.512377441,4.913077148,36.37695313,10.31494141,13.30566406,8.181554773,40.08392983,11,walking-natural
6.56034668,-0.818846191,4.16605957,24.35302734,8.483886719,11.35253906,7.81439121,28.17669991,11,walking-natural
6.885969727,-0.349565918,3.720722168,25.81787109,9.521484375,9.338378906,7.834701581,29.05901673,11,walking-natural
7.360038574,0.483645996,3.931419434,37.84179688,13.73291016,7.202148438,8.358237854,40.89578651,11,walking-natural
7.700027344,1.661635254,4.094230957,50.29296875,21.17919922,6.408691406,8.877735068,54.94554132,11,walking-natural
8.097479004,2.609772949,4.209156738,53.89404297,27.52685547,7.32421875,9.491948246,60.958509,11,walking-natural
8.375216309,3.615373535,4.38154541,51.14746094,31.25,7.751464844,10.11993647,60.43765769,11,walking-natural
8.284233398,4.060710938,4.798151367,44.43359375,30.76171875,9.399414063,10.39904577,54.85413912,11,walking-natural
8.15015332,3.835647949,5.095042969,37.29248047,28.3203125,11.84082031,10.34875148,48.30087189,11,walking-natural
8.384793457,2.863567383,4.879557129,26.00097656,24.04785156,14.95361328,10.11508068,38.44425181,11,walking-natural
8.408736328,1.786138184,4.271408203,10.92529297,21.36230469,17.21191406,9.599065803,29.52897008,11,walking-natural
7.982553223,0.957714844,3.486082031,-1.037597656,23.13232422,19.95849609,8.763055495,30.56996236,11,walking-natural
7.599467285,0.474068848,3.102996094,-3.356933594,22.64404297,23.37646484,8.222239905,32.71820279,11,walking-natural
7.336095703,0.129291504,2.763007324,5.615234375,20.93505859,26.06201172,7.840231242,33.89743339,11,walking-natural
7.599467285,0.349565918,3.299327637,20.32470703,20.62988281,27.03857422,8.292144608,39.62032656,11,walking-natural
7.508484375,0.732651855,3.95057373,34.91210938,21.11816406,26.42822266,8.515935013,48.61361113,11,walking-natural
7.532427246,1.144469238,4.395911133,43.9453125,21.36230469,25.93994141,8.796095994,55.32105487,11,walking-natural
7.800587402,1.211509277,4.625762695,45.16601563,18.00537109,24.10888672,9.149568245,54.27154664,11,walking-natural
8.178884766,1.187566406,4.740688477,42.23632813,13.73291016,21.24023438,9.527780288,49.23055749,11,walking-natural
8.514084961,1.110949219,4.913077148,37.90283203,9.338378906,18.31054688,9.892531423,43.11735293,11,walking-natural
8.949845215,0.900251953,4.893922852,34.97314453,5.615234375,15.99121094,10.2401496,38.86348573,11,walking-natural
9.174908203,0.890674805,4.913077148,34.66796875,4.638671875,14.70947266,10.44560047,37.94408939,11,walking-natural
9.323354004,0.948137695,4.735899902,37.23144531,6.958007813,15.01464844,10.50012585,40.74351556,11,walking-natural
9.462222656,1.283337891,4.568299805,40.83251953,12.32910156,15.25878906,10.58536616,45.30046402,11,walking-natural
9.663342773,1.685578125,4.47252832,42.11425781,19.34814453,14.52636719,10.7807642,48.56929845,11,walking-natural
9.567571289,1.958526855,4.520414063,37.29248047,28.3203125,14.09912109,10.76143072,48.9035215,11,walking-natural
9.280256836,1.790926758,4.266619629,25.45166016,38.75732422,13.24462891,10.36989048,48.22175215,11,walking-natural
8.949845215,1.082217773,3.749453613,7.8125,47.18017578,11.35253906,9.763673851,49.15164581,11,walking-natural
8.724782227,0.536320313,3.409464844,-10.07080078,53.77197266,7.873535156,9.382639016,55.2705946,11,walking-natural
8.652953613,0.119714355,2.944973145,-21.66748047,57.73925781,4.455566406,9.141159915,61.83165593,11,walking-natural
8.39915918,-0.100560059,2.57625293,-26.42822266,60.546875,2.258300781,8.78595848,66.10200411,11,walking-natural
8.159730469,-0.287314453,2.351189941,-24.23095703,61.21826172,1.342773438,8.496578432,65.85300211,11,walking-natural
8.068747559,-0.478857422,2.312881348,-16.35742188,59.02099609,1.586914063,8.407342727,61.26631641,11,walking-natural
7.738335938,-0.454914551,2.164435547,-7.141113281,55.23681641,2.563476563,8.048203002,55.75547325,11,walking-natural
7.489330078,-0.502800293,2.02077832,0.427246094,51.45263672,4.39453125,7.773443135,51.64172992,11,walking-natural
7.225958496,-0.727863281,2.102184082,5.310058594,46.08154297,6.103515625,7.560650703,46.78630385,11,walking-natural
7.08230127,-0.694343262,1.719098145,8.30078125,41.9921875,7.690429688,7.320956377,43.49010795,11,walking-natural
7.053569824,-0.694343262,1.484458008,12.32910156,39.48974609,8.483886719,7.241448433,42.23059466,11,walking-natural
7.336095703,-0.82842334,1.340800781,17.15087891,37.65869141,9.887695313,7.503487998,42.5452254,11,walking-natural
7.676084473,-1.177989258,1.436572266,20.93505859,36.1328125,11.23046875,7.897700387,43.24326821,11,walking-natural
8.178884766,-1.431783691,1.561075195,21.30126953,34.60693359,12.87841797,8.448734598,42.62906973,11,walking-natural
8.76309082,-1.704732422,1.819658203,18.18847656,33.02001953,14.22119141,9.110929115,40.29124787,11,walking-natural
9.802211426,-1.857966797,1.704732422,11.84082031,30.45654297,14.6484375,10.12133895,35.81037219,11,walking-natural
11.03766357,-2.092606934,1.987258301,6.103515625,27.83203125,14.89257813,11.40869039,32.15064151,11,walking-natural
12.82380176,-2.389498535,2.461327148,4.943847656,24.4140625,13.24462891,13.27470249,28.21184631,11,walking-natural
14.18854541,-2.130915527,2.676812988,5.859375,16.66259766,8.544921875,14.59523722,19.62116525,11,walking-natural
15.21330029,-1.072640625,2.686390137,9.27734375,3.601074219,-0.122070313,15.48585663,9.952474252,11,walking-natural
15.80229492,0.498011719,2.686390137,22.15576172,-12.14599609,-10.43701172,16.03674632,27.33741414,11,walking-natural
15.21330029,2.442172852,2.470904297,46.44775391,-22.27783203,-20.32470703,15.60493775,55.37860019,11,walking-natural
13.71926514,4.539568359,2.681601563,69.45800781,-28.38134766,-23.62060547,14.69751352,78.66288036,11,walking-natural
11.44469238,5.837271973,3.016801758,75.50048828,-27.64892578,-18.98193359,13.196811,82.61416725,11,walking-natural
9.811788574,5.631363281,3.725510742,63.35449219,-11.16943359,-10.7421875,11.91062038,65.22225479,11,walking-natural
8.236347656,4.25704248,3.907476563,37.04833984,3.41796875,-5.187988281,10.06122291,37.56563879,11,walking-natural
7.010472656,2.207532715,3.332847656,-3.601074219,2.990722656,-2.075195313,8.070179741,5.120409468,11,walking-natural
6.25387793,0.21548584,2.839624512,-42.84667969,-6.774902344,-2.624511719,6.871745824,43.45831708,11,walking-natural
6.31134082,-1.709520996,2.346401367,-67.44384766,-15.625,-6.469726563,6.947019819,69.53179541,11,walking-natural
7.364827148,-3.170036133,1.503612305,-79.1015625,-20.20263672,-13.61083984,8.157858663,82.76749774,11,walking-natural
8.92111377,-3.845225098,0.296891602,-83.0078125,-26.12304688,-22.39990234,9.719062278,89.85803325,11,walking-natural
10.22360596,-2.949761719,-0.483645996,-72.44873047,-34.36279297,-28.3203125,10.65162553,85.03916855,11,walking-natural
10.48218896,-0.818846191,1.25939502,-29.78515625,-30.94482422,-27.58789063,10.58928092,51.04732498,11,walking-natural
10.56359473,2.432595703,4.127750977,46.32568359,-20.26367188,-22.15576172,11.59936996,55.20473834,11,walking-natural
10.03206299,5.439820313,6.613020996,117.6757813,-21.72851563,-15.99121094,13.18961635,120.7287733,11,walking-natural
9.265891113,7.192438477,7.609044434,163.6962891,-37.23144531,-11.16943359,13.98161173,168.2480663,11,walking-natural
8.561970703,7.733547363,6.943432617,163.3911133,-58.28857422,-7.32421875,13.46574742,173.6313853,11,walking-natural
7.498907227,6.368803711,7.187649902,113.1591797,-75.68359375,-4.211425781,12.18431703,136.2011102,11,walking-natural
6.77583252,4.204368164,7.302575684,40.28320313,-79.34570313,-2.868652344,10.81278085,89.03205167,11,walking-natural
6.608232422,2.336824219,6.852449707,-25.45166016,-71.77734375,-5.737304688,9.802323712,76.37205474,11,walking-natural
6.172472168,1.139680664,6.03839209,-59.69238281,-58.89892578,-6.469726563,8.709791255,84.10779622,11,walking-natural
6.478940918,0.536320313,5.315317383,-61.82861328,-44.37255859,-5.615234375,8.397434952,76.31010571,11,walking-natural
6.83329541,0.531531738,4.980117188,-43.39599609,-26.73339844,-3.723144531,8.472190942,51.10527247,11,walking-natural
7.240324219,0.723074707,5.186025879,-17.51708984,-7.629394531,-0.610351563,8.935322951,19.11618755,11,walking-natural
7.518061523,0.996023438,5.42545459,6.591796875,6.591796875,3.845214844,9.324637755,10.08410875,11,walking-natural
7.78622168,1.527555176,5.746289063,27.34375,14.70947266,10.00976563,9.796862296,32.62276288,11,walking-natural
7.767067383,1.992046875,6.167683594,45.71533203,16.23535156,15.56396484,10.11612116,50.94816213,11,walking-natural
